"A","B","A->B","B->A"
"Medieval History","History Medieval","True","True"
"Renaissance Art","Art Renaissance","True","True"
"Baroque Music","Music Baroque","True","True"
"Romantic Poetry","Poetry Romantic","True","True"
"Victorian Literature","Literature Victorian","True","True"
"Modern Drama","Drama Modern","True","True"
"Writing Workshop","Workshop in Writing","True","True"
"Research Seminar","Seminar in Research","True","True"
"Art Studio","Studio Art","True","True"
"Music Ensemble","Ensemble Music","True","True"
"Theater Workshop","Workshop Theater","True","True"
"Science Laboratory","Laboratory Science","True","True"
"Language Laboratory","Laboratory Language","True","True"
"Computer Laboratory","Laboratory Computer","True","True"
"Chemistry Laboratory","Laboratory Chemistry","True","True"
"Biology Laboratory","Laboratory Biology","True","True"
"College Algebra","Algebra College","True","True"
"Business Calculus","Calculus Business","True","True"
"Technical Writing","Writing Technical","True","True"
"Scientific Writing","Writing Scientific","True","True"
"Creative Writing","Writing Creative","True","True"
"Academic Writing","Writing Academic","True","True"
"Professional Writing","Writing Professional","True","True"
"Medical Writing","Writing Medical","True","True"
"Legal Writing","Writing Legal","True","True"
"Business Writing","Writing Business","True","True"
"Survey of Literature","Literature Survey","True","True"
"Survey of Art","Art Survey","True","True"
"Survey of Music","Music Survey","True","True"
"Survey of History","History Survey","True","True"
"Survey of Philosophy","Philosophy Survey","True","True"
"Survey of Psychology","Psychology Survey","True","True"
"Survey of Sociology","Sociology Survey","True","True"
"Survey of Economics","Economics Survey","True","True"
"Survey of Science","Science Survey","True","True"
"Survey of Mathematics","Mathematics Survey","True","True"
"Introduction to Linguistics","Linguistics Introduction","True","True"
"Fundamentals of Design","Design Fundamentals","True","True"
"Elements of Geography","Geography Elements","True","True"
"Principles of Marketing","Marketing Principles","True","True"
"Basics of Statistics","Statistics Basics","True","True"
"Methods of Analysis","Analysis Methods","True","True"
"Theory of Knowledge","Knowledge Theory","True","True"
"Concepts of Leadership","Leadership Concepts","True","True"
"History of Science","Science History","True","True"
"Introduction to Ethics","Ethics Introduction","True","True"
"Fundamentals of Finance","Finance Fundamentals","True","True"
"Elements of Drama","Drama Elements","True","True"
"Principles of Education","Education Principles","True","True"
"Basics of Nutrition","Nutrition Basics","True","True"
"Methods of Evaluation","Evaluation Methods","True","True"
"Theory of Communication","Communication Theory","True","True"
"Concepts of Management","Management Concepts","True","True"
"History of Philosophy","Philosophy History","True","True"
"Introduction to Criminology","Criminology Introduction","True","True"
"Fundamentals of Journalism","Journalism Fundamentals","True","True"
"Studies in Literature","Literature Studies","True","True"
"Studies in History","History Studies","True","True"
"Studies in Psychology","Psychology Studies","True","True"
"Studies in Sociology","Sociology Studies","True","True"
"Studies in Philosophy","Philosophy Studies","True","True"
"Studies in Economics","Economics Studies","True","True"
"Studies in Politics","Politics Studies","True","True"
"Studies in Culture","Culture Studies","True","True"
"Studies in Language","Language Studies","True","True"
"Studies in Religion","Religion Studies","True","True"
"Class in Mathematics","Mathematics Class","True","True"
"Class in English","English Class","True","True"
"Class in Science","Science Class","True","True"
"Class in Art","Art Class","True","True"
"Class in Music","Music Class","True","True"
"Class in History","History Class","True","True"
"Class in Geography","Geography Class","True","True"
"Class in Biology","Biology Class","True","True"
"Class in Chemistry","Chemistry Class","True","True"
"Class in Physics","Physics Class","True","True"
"Seminar in Research","Research Seminar","True","True"
"Seminar in Writing","Writing Seminar","True","True"
"Seminar in Literature","Literature Seminar","True","True"
"Seminar in History","History Seminar","True","True"
"Seminar in Philosophy","Philosophy Seminar","True","True"
"Seminar in Psychology","Psychology Seminar","True","True"
"Seminar in Sociology","Sociology Seminar","True","True"
"Seminar in Economics","Economics Seminar","True","True"
"Seminar in Politics","Politics Seminar","True","True"
"Seminar in Art","Art Seminar","True","True"
"Workshop in Drama","Drama Workshop","True","True"
"Workshop in Music","Music Workshop","True","True"
"Workshop in Art","Art Workshop","True","True"
"Workshop in Writing","Writing Workshop","True","True"
"Workshop in Dance","Dance Workshop","True","True"
"Workshop in Photography","Photography Workshop","True","True"
"Workshop in Design","Design Workshop","True","True"
"Workshop in Ceramics","Ceramics Workshop","True","True"
"Workshop in Sculpture","Sculpture Workshop","True","True"
"Workshop in Painting","Painting Workshop","True","True"
"Course in Literature","Literature Course","True","True"
"Course in Philosophy","Philosophy Course","True","True"
"Course in Psychology","Psychology Course","True","True"
"Course in Sociology","Sociology Course","True","True"
"Course in Economics","Economics Course","True","True"
"Course in Politics","Politics Course","True","True"
"Course in Geography","Geography Course","True","True"
"Course in Anthropology","Anthropology Course","True","True"
"Course in Linguistics","Linguistics Course","True","True"
"Course in Archaeology","Archaeology Course","True","True"
"Study of Religion","Religious Study","True","True"
"Study of Culture","Cultural Study","True","True"
"Study of Language","Language Study","True","True"
"Study of Society","Social Study","True","True"
"Study of Behavior","Behavioral Study","True","True"
"Study of Development","Developmental Study","True","True"
"Study of Learning","Learning Study","True","True"
"Study of Memory","Memory Study","True","True"
"Study of Perception","Perceptual Study","True","True"
"Study of Cognition","Cognitive Study","True","True"
"Analysis of Data","Data Analysis","True","True"
"Analysis of Text","Text Analysis","True","True"
"Analysis of Film","Film Analysis","True","True"
"Analysis of Art","Art Analysis","True","True"
"Analysis of Music","Music Analysis","True","True"
"Analysis of Literature","Literary Analysis","True","True"
"Analysis of Policy","Policy Analysis","True","True"
"Analysis of Systems","Systems Analysis","True","True"
"Analysis of Behavior","Behavioral Analysis","True","True"
"Analysis of Performance","Performance Analysis","True","True"
"Laboratory in Biology","Biology Laboratory","True","True"
"Laboratory in Chemistry","Chemistry Laboratory","True","True"
"Laboratory in Physics","Physics Laboratory","True","True"
"Laboratory in Psychology","Psychology Laboratory","True","True"
"Laboratory in Computer Science","Computer Science Laboratory","True","True"
"Laboratory in Engineering","Engineering Laboratory","True","True"
"Laboratory in Geology","Geology Laboratory","True","True"
"Laboratory in Astronomy","Astronomy Laboratory","True","True"
"Laboratory in Ecology","Ecology Laboratory","True","True"
"Laboratory in Genetics","Genetics Laboratory","True","True"
"Teaching of Mathematics","Mathematics Teaching","True","True"
"Teaching of Science","Science Teaching","True","True"
"Teaching of English","English Teaching","True","True"
"Teaching of History","History Teaching","True","True"
"Teaching of Art","Art Teaching","True","True"
"Teaching of Music","Music Teaching","True","True"
"Teaching of Languages","Language Teaching","True","True"
"Teaching of Reading","Reading Teaching","True","True"
"Teaching of Writing","Writing Teaching","True","True"
"Teaching of Literature","Literature Teaching","True","True"
"career development","Career Development I","False","True"
"Social Policy","Social Policy and Services","False","True"
"Art Foundations","Art Foundations: Methods and Techniques","False","True"
"female athletics","Women and Sports","False","True"
"Media Club","Media Entrepreneur","False","True"
"Digital Marketing","Digital Marketing and Promotion","False","True"
"Blues Music Theory","Jazz Music Theory","False","True"
"Probabilistic Method","Bayesian Methods","False","True"
"Alchemy","Modern Alchemy: Chemistry for Non-Scientists Lab","False","True"
"Brand Strategy","Strategic Brand Positioning","False","True"
"World History and Geography","Topics in Geography: World History and Geography","False","True"
"Italian Morphology","Italian Language and Diction","False","True"
"Gender Studies","Contemporary Gender Studies Research","False","True"
"Access Control","Advanced Access","False","True"
"Blues Music Theory","Theory II: Jazz/Blues Theory","False","True"
"accounting","Accounting in Practice","False","True"
"Intercollegiate Athletes","Intercollegiate Athletics-Volleyball","False","True"
"Mathematics Curriculum Design","Contemporary Mathematics Curriculum Development","False","True"
"Gender Studies","Gender Studies Special Topics","False","True"
"Anthropology Of Innovation","Technological Innovation","False","True"
"Clinical Methods","Clinical Methods and Procedures: Diagnostics","False","True"
"Art Therapy And Mental Health","Art Therapy Methods","False","True"
"Anthropology Of Innovation","Anthropology of Technology","False","True"
"Linguistics for Teachers","Educational Linguistics for Teachers","False","True"
"Food Preparation","Food Preparation and Management I","False","True"
"acupuncture","Acupuncture for Musculoskeletal and Sports Injuries","False","True"
"Environmental Design","Environmental Design II","False","True"
"Health Services","Health Services Manageme","False","True"
"World Literature","Readings in World Literature","False","True"
"career development","Career Planning/Development","False","True"
"Cloud Networking","Cloud SDN","False","True"
"Environmental Economics","Environmental Economics (3)","False","True"
"Social Policy","Advanced Social Policy","False","True"
"Adult Primary Care","Primary Care I: Care of Adult","False","True"
"Gifted Child Education","Gifted Education in the Regular Classroom","False","True"
"Social Entrepreneurship","Social Enterprise and Entrepreneurship","False","True"
"Human Security","Environmental Challenges and Human Security","False","True"
"Business Law","Business Law II (3)","False","True"
"Consumer Education","Consumer Health Education","False","True"
"clinical diagnostics","Diagnostic Clinic","False","True"
"Scientific Math","Science and Math Technology","False","True"
"Buddhist Meditation","Yoga Meditation","False","True"
"Wellness Coaching","Lifestyle and Wellness Coaching","False","True"
"computational algebra","Computational Mathematics II","False","True"
"Sacred Activism","Faith-Based Activism","False","True"
"Community Outreach","School/Family/Community Outreach","False","True"
"animal ethics","Animal Ethics and Policy","False","True"
"climate justice","Climate Justice and Adaptation","False","True"
"Business Administration","Business Administration Elective","False","True"
"Environmental Systems","Environmental Systems Analysis","False","True"
"Environmental Economics","Environmental Policy and Economics","False","True"
"animal ethics","Animals and Us: Science, Society, Ethics","False","True"
"Food Preparation","Scientific Aspects of Food Preparation","False","True"
"American Culture","Introduction to American Culture","False","True"
"climate studies","Exploration of Climate Sciences","False","True"
"Health Education","Health Education Management","False","True"
"Activism and Social Change","Leading Social Change: Community Activism","False","True"
"Advertising","Advertising in Communication","False","True"
"Matrix Geometry","Engineering Mathematics III: Matrix Algebra","False","True"
"balance training","Resistance and Stabilization Training","False","True"
"insurance economics","Risk and Insurance","False","True"
"Neural Networks","Neural Networks for Machine Learning","False","True"
"Climate Change Policy","Climate Change: Science and Policy","False","True"
"Cloud Networking","Networking and Cloud Computing","False","True"
"Cybersecurity Administration","Cybersecurity Management","False","True"
"Geometric Modeling","Geometric Modeling for Mechanical Design","False","True"
"architectural design","Architectural Design IV","False","True"
"Ethics in Technology","Ethical Issues in Technology","False","True"
"Biomanufacturing","Biotech Experience/Biomanufacturing","False","True"
"academic skills coaching","Principles, Problems and Psychology of Coaching","False","True"
"Aeronautical Design","Introduction to Aviation","False","True"
"Buddhist Philosophy","The Buddhist Tradition","False","True"
"Brand Development","Creating Brand Experience","False","True"
"tutoring","Tutor Training","False","True"
"Environmental Design","Fundamentals of Environmental Design","False","True"
"Statistics for The Behavioral Sciences","Behavioral Science Statistics","False","True"
"Classical Art History","Art History","False","True"
"Italian Cuisine","Italian Food Cultures","False","True"
"Postcolonial Studies","Advanced Topics in Postcolonial Studies","False","True"
"clinical diagnostics","Diagnostics and Procedures","False","True"
"Advertising","Advertising in Society","False","True"
"Corporate Compliance","Corporate Compliance in the Health Care Industry","False","True"
"Community Outreach","Community Outreach Health","False","True"
"Environmental Systems","Introduction to Environmental Systems","False","True"
"Landscape Archaeology","Archaeology of Cultural Landscapes","False","True"
"Digital Marketing","Digital Media Marketing","False","True"
"Aboriginal Studies","Indigenous Research Methodologies","False","True"
"Wellness Coaching","Health and Wellness Coaching Practice","False","True"
"government administration","Politics of Administration","False","True"
"Algebra","Algebra B","False","True"
"Algebra","Algebra in School Mathematics","False","True"
"Nervous System","Principles of Nervous System Development","False","True"
"Quality Assurance","Introduction to Quality Assurance","False","True"
"Art History and Criticism","Topics in Theory and Criticism in Art History","False","True"
"Cross Cultural Communication","Introduction to Cross-Cultural Communication","False","True"
"acupuncture","Complementary Health Therapies","False","True"
"Labor Relations","Labor Relations and Law","False","True"
"Agricultural Engineering","Agricultural Engineering Technology Professional Orientation","False","True"
"Blues Music Theory","Guitar Styles: Blues","False","True"
"Postcolonial Studies","Postcolonial Theory","False","True"
"Statistical Methods in Education","Statistical Analysis in Educational Research II","False","True"
"accessory design","Exhibition Design (3)","False","True"
"Leadership Development","Leadership Development and Organizations","False","True"
"Intercollegiate Athletes","Intercollegiate Sports I","False","True"
"Sacred Landscapes","Sacred Walks","False","True"
"Sustainability Policy","Social Policy and Sustainability","False","True"
"Buddhist Philosophy","Hist of Buddhist Philosophy","False","True"
"Health Services","Health Care System","False","True"
"Pilgrimage","Early and Medieval Church History and Architecture: Focus on Pilgrimage","False","True"
"Government Systems","Government Agencies","False","True"
"Combat","Combat for the Stage","False","True"
"art humanities","Art, Humanities, and Culture","False","True"
"Cybersecurity Administration","Cybersecurity I","False","True"
"Corporate Compliance","Compliance","False","True"
"Buddhist Meditation","Mindfulness and Meditation","False","True"
"Science Pedagogy","Pedagogy of Scientific Methods and Inquiry","False","True"
"Child Education","Education for Parenting","False","True"
"government administration","American Government and Public Administration","False","True"
"Nervous System","Neurobiology of Nervous System Disorders","False","True"
"Aboriginal Studies","Topics in Native American and Indigenous Studies","False","True"
"Aeronautical Design","Special Topics in Aeronautical Science","False","True"
"art humanities","Environmental Humanities and Art","False","True"
"Brand Development","Brand Development and Customer Experience","False","True"
"Computational Sociology","Economic Sociology","False","True"
"ESL Teaching Methodologies","Methods of Teaching ESL: Elementary","False","True"
"Environmental Economics","Environmental and Ecological Economics and Policy","False","True"
"Retail Marketing","Retailing and Services Marketing","False","True"
"Healthcare Administration","Hospital and Health Services Administration","False","True"
"Buddhist Meditation","Yoga and Meditation","False","True"
"building construction","Methods of Building Construction II","False","True"
"acute care","Introduction to Acute Care","False","True"
"Adolescent Development","Development Adolescence","False","True"
"Gifted Child Education","Curriculum and Instruction of Gifted","False","True"
"climate studies","Earth Climate Studies","False","True"
"Public Health Informatics","Medical and Public Health Informatics","False","True"
"insurance economics","Insurance Principles","False","True"
"Video Editing","Digital Video and Editing","False","True"
"Industrial Hygiene","Industrial Hygiene and Physical Hazards","False","True"
"Political Activism","Organizing, Advocacy and Activism","False","True"
"Cloud Networking","Network Structures and Cloud Computing","False","True"
"Contemporary Art Theory","Modern and Contemporary Art and Theory","False","True"
"Talent Management","Talent Management for Service Industries","False","True"
"Performance Measurement","Systems Performance and Measurement","False","True"
"Cross Cultural Communication","Intercultural and Cross-Cultural Communication","False","True"
"Brand Strategy","Brand Planning and Strategy","False","True"
"food chemistry","Cuisine Chemistry","False","True"
"executive mba program","Internship: MBA","False","True"
"Computational Sociology","Sociology of Science","False","True"
"Food Preparation","Basic Food Preparation","False","True"
"animal ethics","Veterinary Law and Ethics","False","True"
"cosmetology","Science of Cosmetology","False","True"
"College Composition","Teaching College Composition","False","True"
"Matrix Geometry","Matrices, Vectors, and Their Application","False","True"
"Video Editing","Video Editing and Effects","False","True"
"academic skills coaching","Academic Improvement Coaching","False","True"
"Neural Networks","Deep Learning and Neural Networks","False","True"
"Visual Studies","Visual Studies I:Concpts/Theories/Pract","False","True"
"Blues Music Theory","Hist of Rhythm and Blues","False","True"
"Art History and Criticism","Theory and Criticism of Art","False","True"
"Industrial Design","Industrial Design Thesis","False","True"
"Art History and Criticism","Art History, Criticism and Aesthetics","False","True"
"Computational Sociology","Cognitive Sociology","False","True"
"Biomanufacturing","Quality Assurance and Validation for Biomanufacturing","False","True"
"Sacred Activism","Feminist Activism","False","True"
"2D Design","Design I - 2D Design","False","True"
"Music Technology","Modern Music Technology","False","True"
"Corporate Compliance","Compliance in the Financial Services Industry","False","True"
"Visual Studies","Research Methods in Performance and Visual Studies","False","True"
"Environmental Systems","Analysis of Environmental Systems","False","True"
"auto shop class","Intro to Shop Safety","False","True"
"Jazz Orchestra","Jazz Orchestra II","False","True"
"Health Services","Public Health Services","False","True"
"Landscape Archaeology","Landscape History and Interpretation","False","True"
"Buddhist Philosophy","Buddhist Psychology","False","True"
"accessory design","Introduction to Product Design","False","True"
"insurance economics","Insurance Planning","False","True"
"Jazz Orchestra","Jazz Repertory Orchestra","False","True"
"aerospace","Aerospace Systems","False","True"
"biology laboratory","Biological Science Laboratory","False","True"
"Health Education","Concepts of Health Education","False","True"
"Gifted Child Education","Introduction to Gifted Education","False","True"
"art humanities","Arts and Humanities I","False","True"
"biology laboratory","Organismal Biology Laboratory","False","True"
"Algebra","Algebra A","False","True"
"animal husbandry","Domestic Animals","False","True"
"Environmental Design","Environmental Design and Society","False","True"
"Stage Combat","Intro to Stage Combat","False","True"
"Nutritional Biochemistry","Nutritional Biochemistry I","False","True"
"Vascular Surgery","Advanced Vascular Surgery","False","True"
"Healthcare Operations","Healthcare Systems and Operations","False","True"
"Differential Equations Instruction","Differential Equations","False","True"
"accessory design","Introduction to Design II","False","True"
"animal husbandry","Domesticated Animal Behavior","False","True"
"Aeronautical Design","Preliminary Design of Aircraft","False","True"
"Climate Change Policy","Climate Change: From Puzzles to Policy","False","True"
"Applied Linguistics","Special Topics in Applied Linguistics","False","True"
"Environmental Systems","Introduction to Environmental Science and Systems","False","True"
"Blues Music Theory","History of Rhythm and Blues","False","True"
"Mathematics Curriculum Design","Curriculum and Teaching in Mathematics","False","True"
"African Civilization","History of African Civilization (3)","False","True"
"Digital Marketing","Digital Marketing Strategies","False","True"
"Healthcare Operations","Health Care Operations Management","False","True"
"Quality Assurance","Quality Assurance and Performance Improvement","False","True"
"Sports Medicine","Contemporary Issues in Sports Medicine","False","True"
"Media Club","The Media Industry","False","True"
"Industrial Hygiene","Applied Industrial Hygiene","False","True"
"Introductory Science","Introduction to Secondary Science Education","False","True"
"Healthcare Analytics","Health Information Analytics","False","True"
"Biomanufacturing","Advanced Biomanufacturing","False","True"
"Adaptation Studies","Literature in Adaptation","False","True"
"aerospace","Aerospace Studies I","False","True"
"female athletics","The American Women in Sport","False","True"
"Retail Marketing","Retail Advertising","False","True"
"Brand Development","Brand Strategies and Design","False","True"
"Health Services","Health Services Administration","False","True"
"Nervous System","Systems Neurobiology","False","True"
"career development","Career Development and Management","False","True"
"Buddhist Philosophy","An Introduction to Buddhism","False","True"
"Matrix Geometry","Geometric Linear Algebra","False","True"
"cosmetology","Cosmetology Theory I","False","True"
"Advertising","Advertising Production","False","True"
"Process Control","Process Dynamic Control","False","True"
"Performance Measurement","Performance Evaluation","False","True"
"Consumer Education","Introduction to Family and Consumer Sciences Education","False","True"
"English Semantics","Programming Language Semantics","False","True"
"food chemistry","Food Chemistry and Analysis","False","True"
"Blues Music Theory","Rock, Rhythm and Blues","False","True"
"academic skills coaching","Advanced Coaching Pedagogy","False","True"
"Asian Poetry","Topics in Literature-Asian American Poetry","False","True"
"Science Pedagogy","Pedagogy of Science","False","True"
"Child Education","School Learning","False","True"
"Community Outreach","Community-Based Research and Outreach","False","True"
"Science Pedagogy","Content Pedagogy for the Secondary Science Teacher","False","True"
"Persuasive Writing","Rhetoric: The Art of Persuasive Writing","False","True"
"Adolescent Development","Adolescent Development and Learning","False","True"
"Neural Networks","Neural Networks and Neural Computing","False","True"
"government administration","State Government and Administration in the United States","False","True"
"Community Outreach","Community Health Outreach III","False","True"
"Optimization","Mathematical Optimization","False","True"
"World Literature","Introduction to World Literature","False","True"
"Statistical Methods in Education","Introduction to Educational Statistics","False","True"
"Neurophysiology","Principles of Neurophysiology","False","True"
"Social Entrepreneurship","Entrepreneurship and Social Enterprise","False","True"
"training and development","Theory and Practice of Training and Development","False","True"
"climate studies","Climate Theory","False","True"
"Cloud Networking","Networking and the Cloud","False","True"
"Cybersecurity Administration","Cybersecurity Syst Admin","False","True"
"Landscape Archaeology","Mapping Archaeology","False","True"
"Neural Networks","Neural Networks and AI (Artificial Intelligence)","False","True"
"Probabilistic Method","Probabilistic Machine Learning","False","True"
"Classical Art History","Topics in the History of Art","False","True"
"Dendrochronology","Dendrology and Silvics","False","True"
"African Civilization","African People and Civilization","False","True"
"animal ethics","Animal Rights and Ethical Issues","False","True"
"training and development","Training and Organizational Development","False","True"
"Ethics in Technology","Ethics and Policy in Tech","False","True"
"Assessment Strategies","Assessment Strategies and Application","False","True"
"Cybersecurity Administration","Cyber System Administration","False","True"
"Digital Communications","Principles of Digital Communications","False","True"
"Computational Sociology","Quantitative Methods in Sociology","False","True"
"Drawing and Design","Drawing: Design and Development","False","True"
"Linguistics for Teachers","Linguistics for Language Teaching","False","True"
"Music Technology","Music Technology for the Performing Musician","False","True"
"Adolescent Development","Young Adolescent Development","False","True"
"Gender Studies","Gender Studies Elective","False","True"
"Healthcare Operations","Healthcare Facilities Operations","False","True"
"art humanities","Exploring the Arts and Humanities","False","True"
"Art Foundations","Art and Design Foundations","False","True"
"Talent Management","Integrated Talent Management","False","True"
"Epidemiological Research","Human Epidemiology","False","True"
"Leadership Development","Development for Leaders","False","True"
"Environmental Systems","Understanding Environmental Systems","False","True"
"clinical diagnostics","Diagnostics and Clinical Procedures II","False","True"
"Italian Music","Italian in Italy","False","True"
"Clinical Methods","Clinical Methods and Management","False","True"
"Digital Communications","Digital Communications I","False","True"
"Neurophysiology","Visual Neurophysiology","False","True"
"Applied Linguistics","Applied Linguistics II","False","True"
"accessory design","Design: Product Design II","False","True"
"Science Pedagogy","Advanced Science Pedagogy and Assessment","False","True"
"Agricultural Science","Agricultural Science and Technology","False","True"
"Politics","Presidential Politics","False","True"
"Sustainability Seminar","Sustainable Solutions Seminar","False","True"
"Effective Speaking","Effective Speaking for Industry Professionals","False","True"
"Public Health Informatics","Informatics for the Health Sciences","False","True"
"Environmental Systems","Ecological Systems","False","True"
"Stochastic Process","Applied Stochastic Processes","False","True"
"climate studies","Introduction to Climate Studies Lab","False","True"
"Sports Medicine","Sports Medicine Selective","False","True"
"agricultural economics","Introduction to Agricultural Economics and Business","False","True"
"animal ethics","Ethics and Professionalism in Animal Biology","False","True"
"training and development","Training and Development in Organizations","False","True"
"Sports Medicine","Sports Medicine 1","False","True"
"acute care","Acute Care of Injury and Illness","False","True"
"Gender Studies","Concepts in Gender Studies","False","True"
"Brand Strategy","Building a Brand Strategy","False","True"
"Music Technology","Music Technology I","False","True"
"Food Preparation","Healthy Food Preparation","False","True"
"public affairs","American Public Affairs","False","True"
"Health Services","Health Services in the US","False","True"
"Science Pedagogy","Pedagogy of Science Instruction Integrating Tech","False","True"
"auto shop class","Auto Shop Orientation and Service","False","True"
"Nervous System","Neuroanatomical Systems","False","True"
"Cybersecurity Administration","Network Administration (Cybersecurity)","False","True"
"Adolescent Development","Adolescent Development and Education","False","True"
"american government","American Government: The States","False","True"
"Pain Management","Foundations of Pain Management","False","True"
"Environmental Design","Environmental System Design","False","True"
"Administrative Law","Law and Administrative Practice","False","True"
"american government","American Government ?","False","True"
"Advertising","Advertising Strategies","False","True"
"Contemporary Art Theory","Theory, Criticism and Contemporary Art","False","True"
"Optimization","Engineering Optimization I","False","True"
"Access Control","Access Control and System Secu","False","True"
"Anthropology Of Innovation","Socio-Economics of Innovation","False","True"
"Video Editing","Video Editing and Production","False","True"
"Clinical Studies","Introduction to Clinical Research","False","True"
"Buddhist Meditation","Buddhist Thought and Practice","False","True"
"biology laboratory","Laboratory for Biology in Your World","False","True"
"acute care","Acute Care Management","False","True"
"College Composition","College Composition and Literature","False","True"
"Italian Music","Canta Che Ti Passa!: Italian Through Music","False","True"
"Information Management","Information and Data Management","False","True"
"architectural design","Architectural Design Fundamentals I","False","True"
"Blues Music Theory","Jazz and Blues","False","True"
"Effective Speaking","Advanced Speaking Strategies and Skills","False","True"
"Aeronautical Design","Aircraft and Spacecraft Design","False","True"
"Introductory Science","Introduction to Science Pedagogy","False","True"
"Media Club","Media Marketing","False","True"
"Clinical Data Analysis","Data Analysis in Health Science","False","True"
"Biomanufacturing","Biopharm Commercialization","False","True"
"agricultural economics","Agricultural Economics and Agribusiness","False","True"
"Gifted Child Education","Teaching of the Gifted","False","True"
"ESL Teaching Methodologies","Theory& Pract of Teaching ESL","False","True"
"Scientific Math","Mathematical Sciences","False","True"
"food chemistry","Chemistry of Food and Cooking","False","True"
"Algebra","College Algebra","False","True"
"Politics","Politics in Action","False","True"
"Italian Music","Italian Diction/Song Literature","False","True"
"Cross Cultural Communication","Intercultural/ Cross-Cultural Communication","False","True"
"Food Safety","Food Safety and Regulation","False","True"
"Public Policy Research Methods","Research Methods I for Policy","False","True"
"Business Law","Business Law 2","False","True"
"female athletics","Women in Sports","False","True"
"animal husbandry","Companion Animal Science and Management","False","True"
"building construction","Building Construction and Methods","False","True"
"Advertising","Media Advertising","False","True"
"Drawing and Design","Graphic Design Drawing","False","True"
"Aeronautical Design","Aerospace Design and Analysis","False","True"
"Process Control","Process Control Systems Technology","False","True"
"Environmental Systems","Environmental and Ecological Systems","False","True"
"Political Activism","Health Activism","False","True"
"Credit Risk Analysis","Credit and Market Risk Fundamentals","False","True"
"Assessment Strategies","Introduction to Assessment","False","True"
"Health Education","Health Education in Schools","False","True"
"Politics","Media Politics","False","True"
"Healthcare Analytics","Health Data and Analytics","False","True"
"Leadership Development","Developing Leadership","False","True"
"Buddhist Philosophy","Buddhist Ethics","False","True"
"Food Preparation","Quantity Food Preparation","False","True"
"Art Therapy And Mental Health","Art Therapy Theory and Practice","False","True"
"Activism and Social Change","Resistance, Activism, and Social Change","False","True"
"Optimization","Computational Optimization","False","True"
"Italian Cuisine","Italian Culture in Italy","False","True"
"Adult Primary Care","Primary Care of the Adult","False","True"
"Food Safety","Food Safety and Quality","False","True"
"Adventure Therapy","Facilitating the Adventure Experience","False","True"
"Media Club","Media Management","False","True"
"ESL Teaching Methodologies","Methods and Materials for Teaching ESL","False","True"
"Healthcare Analytics","Data Analytics in Healthcare Administration","False","True"
"Social Entrepreneurship","Social Entrepreneurship in Place","False","True"
"Sound Arts","Recording Arts","False","True"
"Government Systems","Comp. Political Systems","False","True"
"Neurophysiology","Mammalian Neurophysiology","False","True"
"Classical Art History","History of Art","False","True"
"Food Preparation","Food Preparation and Selection","False","True"
"Probabilistic Method","Probabilistic Methods in Electrical and Computer Engineering","False","True"
"cosmetology","Trichology for Cosmetology Apprentice","False","True"
"Nutritional Biochemistry","Nutritional Biochemistry/Metabolism","False","True"
"Statistical Methods in Education","Educational Statistical Methods","False","True"
"Applied Linguistics","Issues in Applied Linguistics","False","True"
"Mathematical Communication","Mathematics Through Communication","False","True"
"Neural Networks","Neural Nets","False","True"
"Clinical Studies","Clinical Practice","False","True"
"Mathematics Curriculum Design","Elementary School Mathematics Curriculum","False","True"
"architectural design","Architectural Systems","False","True"
"Consumer Education","Teaching Family and Consumer Sciences","False","True"
"retail analytics","Retailing Management","False","True"
"2D Design","2D Computer Aided Design","False","True"
"World Literature","Contemporary World Literature","False","True"
"Cross Cultural Communication","Cross-Cultural Perception and Communication","False","True"
"Adventure Therapy","Wilderness and Experiential Therapy","False","True"
"Sustainability Policy","Sustainability and Environmental Policy","False","True"
"Wellness Coaching","Principles of Wellness Coaching","False","True"
"executive mba program","MBA MGNT Info System Intern","False","True"
"Social Policy","Social Policy Practice","False","True"
"cosmetology","Cosmetology Diploma","False","True"
"Gifted Child Education","Curriculum for Gifted Learners","False","True"
"Intercollegiate Athletes","Intercollegiate Athletics: Soccer","False","True"
"american government","American Government: The Nation","False","True"
"Science Pedagogy","Pedagogy in Math and Science Education","False","True"
"Government Systems","State Political Systems","False","True"
"Persuasive Writing","Advanced Persuasive Writing","False","True"
"Environmental Systems","Environmental Systems and Sustainability","False","True"
"Administrative Law","Administrative Law and Government","False","True"
"Talent Management","Managing Talent","False","True"
"Performance Measurement","Performance Metrics","False","True"
"Adventure Therapy","Introduction to Adventure Based Counseling","False","True"
"Pain Management","Special Topics in Pain Management","False","True"
"Environmental Economics","Introduction to Environmental Economics","False","True"
"Architectural Design","Architectural Design III","False","True"
"building construction","Building Structures","False","True"
"College Composition","College Composition: Research - First Year Experience (GE)","False","True"
"Food Safety","Food Safety Practicum","False","True"
"computational algebra","Mathematical Computing","False","True"
"american government","The Government of the United States","False","True"
"Art History and Criticism","History of Art (Art)","False","True"
"Agricultural Science","Agricultural Industry Study","False","True"
"Metric Space Theory","Analysis on Metric Spaces","False","True"
"Clinical Studies","Clinical and Research Assessment","False","True"
"Clinical Methods","Introduction to Clinical Methods","False","True"
"World Literature","World Literature 1","False","True"
"Performance Measurement","Measurement, Analysis, and Models for Performance Improvement","False","True"
