"A","B","A->B","B->A"
"Special Topics in Gender Studies","Gender Studies","True","False"
"Methods in Gender Studies Research","Gender Studies","True","False"
"Gender Studies Elective","Gender Studies","True","False"
"Effective Speech","Effective Speaking","True","False"
"The Art of Effective Speaking","Effective Speaking","True","True"
"Advanced Effective Speaking","Effective Speaking","True","False"
"EFFECTIVE SPEAKING and PRESENTA","Effective Speaking","True","False"
"Effective Public Speaking","Effective Speaking","False","False"
"Principles of Effective Public Speaking","Effective Speaking","False","False"
"Essentials of Interpersonal Communication and Effective Speaking","Effective Speaking","True","False"
"Speaking Strategies","Effective Speaking","True","False"
"Effective Speaking for the Undergraduate","Effective Speaking","True","False"
"Effective Speaking Across Audiences","Effective Speaking","True","False"
"Speaking Skills","Effective Speaking","False","False"
"Speech and Voice Improvement","Effective Speaking","True","False"
"Voice and Diction for Effective","Effective Speaking","True","False"
"Performance in Speech Communication","Effective Speaking","True","False"
"Advanced Public Speaking","Effective Speaking","False","False"
"Effective Communication I","Effective Speaking","False","True"
"Effective Speaking Across Audi","Effective Speaking","True","False"
"Advanced Speaking Strategies and Skills","Effective Speaking","True","False"
"Fundamentals of Speaking","Effective Speaking","True","False"
"Effective Listening","Effective Speaking","False","False"
"Speaking Through Performance","Effective Speaking","True","False"
"High Advanced Speaking","Effective Speaking","True","False"
"Advanced Professional Speaking","Effective Speaking","True","False"
"Effective Speaking for Industry Professionals","Effective Speaking","True","False"
"High Intermediate Speaking","Effective Speaking","True","False"
"Product and Brand Development","Brand Development","True","False"
"Brand Development and Customer Experience","Brand Development","True","False"
"Brand Management and New Product Development","Brand Development","False","False"
"Brand and Logo Development","Brand Development","True","False"
"Product Development and Branding","Brand Development","True","False"
"Studio I: Brand Development","Brand Development","True","False"
"Brand Design","Brand Development","True","False"
"Developing Your Professional Brand","Brand Development","True","False"
"Building Brands","Brand Development","True","False"
"New Products Development and Branding","Brand Development","True","False"
"New Product Development and Branding","Brand Development","True","False"
"Building Innovative Brands","Brand Development","True","False"
"Building a Brand Strategy","Brand Development","False","False"
"Branding and New Product Development","Brand Development","True","False"
"Brand Development and Advertising Application","Brand Development","True","False"
"Brand Strategies and Design","Brand Development","True","False"
"Brand Management","Brand Development","False","False"
"Brand Development for Arts Organizations","Brand Development","True","False"
"Brand Development and Customer Exp","Brand Development","True","False"
"Brand Planning and Strategy","Brand Development","False","False"
"Brand Strategy","Brand Development","False","False"
"Creating Brand Experience","Brand Development","True","False"
"Brand Development and Positioning Strategies","Brand Development","True","False"
"Business Storytelling and Brand Development","Brand Development","True","False"
"Branding","Brand Development","False","True"
"Tabata","Tabla Studies","False","False"
"Tabata/Fitness Training","Tabla Studies","False","False"
"Special Studies in ERLA","Tabla Studies","False","False"
"Jazz Orchestra I","Jazz Orchestra","True","False"
"World Jazz Orchestra","Jazz Orchestra","True","False"
"Jazz Ensemble - Jazz Orchestra","Jazz Orchestra","True","False"
"Ensemble: Jazz Orchestra","Jazz Orchestra","True","False"
"Jazz Orchestra II","Jazz Orchestra","True","False"
"Latin Jazz Orchestra","Jazz Orchestra","True","False"
"Jazz Repertory Orchestra","Jazz Orchestra","True","False"
"Instrumental Ensemble:Jazz Band","Jazz Orchestra","False","False"
"ENS: Jazz Orchestra","Jazz Orchestra","True","False"
"East Bay Jazz Orchestra","Jazz Orchestra","True","False"
"Jazz Ensemble","Jazz Orchestra","False","False"
"Instrumental Ensemble: Jazz","Jazz Orchestra","False","False"
"Jazz Ensemble (Music)","Jazz Orchestra","False","False"
"Ensemble: Jazz Band","Jazz Orchestra","False","False"
"Concert Jazz Ensemble","Jazz Orchestra","False","False"
"Jazz Band","Jazz Orchestra","False","False"
"Ensemble Jazz Band","Jazz Orchestra","False","False"
"Jazz Ensemble I","Jazz Orchestra","False","False"
"ENS: Graduate Jazz Orchestra","Jazz Orchestra","True","False"
"Stockton Jazz Orchestra","Jazz Orchestra","True","False"
"Music Ensemble: Jazz Big Band","Jazz Orchestra","False","False"
"Jazz Arranging and Orchestration","Jazz Orchestra","False","False"
"Jazz Major Ensemble","Jazz Orchestra","False","False"
"Jazz Collective","Jazz Orchestra","False","False"
"Jazz Band and Ensembles","Jazz Orchestra","False","False"
"Mechanics of Motion","Angular Velocity","False","False"
"Ethics and Animals","animal ethics","True","True"
"Marketing and Business","business marketing","True","True"
"Literature and Culture","cultural literature","True","True"
"Design and Art","art design","True","True"
"Music and Technology","music technology","True","True"
"Health and Psychology","health psychology","True","True"
"Engineering and Systems","systems engineering","True","True"
"Education and Methods","educational methods","True","True"
"Law and Society","social law","True","True"
"Medicine and Ethics","medical ethics","True","True"
"Business and Finance","business finance","True","True"
"Art and History","art history","True","True"
"Psychology and Research","research psychology","True","True"
"Communication and Media","media communication","True","True"
"Science and Policy","science policy","True","True"
"Technology and Society","technology sociology","True","True"
"Management and Leadership","leadership management","True","True"
"Politics and Government","political science","True","True"
"Health and Nutrition","nutritional health","True","True"
"Design and Innovation","innovation design","True","True"
"Music and Performance","performance music","True","True"
"American Govt","american government","True","True"
"U.S. Government","american government","True","True"
"United States Government","american government","True","True"
"US Goverment","american government","True","True"
"Federal Government","american government","True","True"
"Public Policy Analysis","public policy analysis","True","True"
"Policy Analysis and Evaluation","public policy analysis","True","True"
"Research Methods in Policy","public policy research methods","True","True"
"Public Policy Research Methods","public policy research methods","True","True"
"Government Administration","government administration","True","True"
"Administration of Government","government administration","True","True"
"Administrative Law","administrative law","True","True"
"Law of Administration","administrative law","True","True"
"Civil Law","civil law","True","True"
"Common Law Systems","common law","True","True"
"International Law","international law","True","True"
"Criminal Justice System","criminal justice","True","True"
"Justice and Crime","criminal justice","True","True"
"American Legal System","american law","True","True"
"Law in America","american law","True","True"
"Business Law","business law","True","True"
"Law for Business","business law","True","True"
"Corporate Law","corporate law","True","True"
"Corporations Law","corporate law","True","True"
"Microeconomics","microeconomics","True","True"
"Micro Economic Theory","microeconomics","True","True"
"Macroeconomics","macroeconomics","True","True"
"Macro Economic Principles","macroeconomics","True","True"
"Business Management","business management","True","True"
"Management of Business","business management","True","True"
"Principles of Marketing","marketing principles","True","True"
"Marketing Principles","marketing principles","True","True"
"Retail Marketing","retail marketing","True","True"
"Marketing in Retail","retail marketing","True","True"
"Accounting and Finance","accounting and finance","True","True"
"Finance and Accounting","accounting and finance","True","True"
"Financial Accounting","financial accounting","True","True"
"Accounting (Financial)","financial accounting","True","True"
"Managerial Accounting","managerial accounting","True","True"
"Accounting for Managers","managerial accounting","True","True"
"Project Management","project management","True","True"
"Management of Projects","project management","True","True"
"Operations Management","operations management","True","True"
"Production and Operations Management","operations management","True","True"
"Human Resource Management","human resource management","True","True"
"Management of Human Resources","human resource management","True","True"
"Organizational Behavior","organizational behavior","True","True"
"Behavior in Organizations","organizational behavior","True","True"
"Educational Psychology","educational psychology","True","True"
"Psychology of Education","educational psychology","True","True"
"Child Development","child development","True","True"
"Development of the Child","child development","True","True"
"Cognitive Psychology","cognitive psychology","True","True"
"Psychology of Cognition","cognitive psychology","True","True"
"Social Psychology","social psychology","True","True"
"Psychology of Social Behavior","social psychology","True","True"
"Abnormal Psychology","abnormal psychology","True","True"
"Psychopathology","abnormal psychology","True","True"
"Introduction to Literature","literary studies","True","True"
"Literary Studies","literary studies","True","True"
"World Literatures","world literatures","True","True"
"Global Literature","world literatures","True","True"
"English Literature","english literature","True","True"
"Literature in English","english literature","True","True"
"Modern Poetry","modern poetry","True","True"
"Poetry (Modern)","modern poetry","True","True"
"French Language","french language","True","True"
"Language: French","french language","True","True"
"Spanish Language Studies","spanish language","True","True"
"Studies in Spanish Language","spanish language","True","True"
"German Grammar","german grammar","True","True"
"Grammar of German","german grammar","True","True"
"Data Analysis","data analysis","True","True"
"Analysis of Data","data analysis","True","True"
"Data Science","data science","True","True"
"Science of Data","data science","True","True"
"Artificial Intelligence","artificial intelligence","True","True"
"AI","artificial intelligence","True","True"
"Machine Learning","machine learning","True","True"
"ML","machine learning","True","True"
"Computer Programming","programming","True","True"
"Programming (Computer)","programming","True","True"
"Software Engineering","software engineering","True","True"
"Engineering of Software","software engineering","True","True"
"Database Systems","database systems","True","True"
"Systems of Databases","database systems","True","True"
"Statistics","statistics","True","True"
"Statistical Methods","statistics","True","True"
"Applied Statistics","applied statistics","True","True"
"Statistics (Applied)","applied statistics","True","True"
"Environmental Studies","environmental studies","True","True"
"Studies in Environment","environmental studies","True","True"
"Climate Change Studies","climate change studies","True","True"
"Studies on Climate Change","climate change studies","True","True"
"Environmental Policy","environmental policy","True","True"
"Policy on Environment","environmental policy","True","True"
"Fine Arts","fine arts","True","True"
"Arts, Fine","fine arts","True","True"
"Visual Arts","visual arts","True","True"
"Art, Visual","visual arts","True","True"
"Music Theory","music theory","True","True"
"Theory of Music","music theory","True","True"
"Art History","art history","True","True"
"History of Art","art history","True","True"
"Graphic Design","graphic design","True","True"
"Design (Graphic)","graphic design","True","True"
"Interior Design","interior design","True","True"
"Design of Interiors","interior design","True","True"
"Civil Engineering","civil engineering","True","True"
"Engineering, Civil","civil engineering","True","True"
"Mechanical Engineering","mechanical engineering","True","True"
"Engineering (Mechanical)","mechanical engineering","True","True"
"Electrical Engineering","electrical engineering","True","True"
"Engineering: Electrical","electrical engineering","True","True"
"Government and Policy","political governance","True","True"
"Policy and Government","political governance","True","True"
"U.S. Govt","american government","True","True"
"American Goverment","american government","True","True"
"Federal Administration","federal administration","True","True"
"Administration (Public)","public administration","True","True"
"Law in Society","societal law","True","True"
"Society and Law","societal law","True","True"
"Constitutional Rights","constitutional rights","True","True"
"Rights under the Constitution","constitutional rights","True","True"
"Judicial Process","judicial process","True","True"
"Process of Justice","judicial process","True","True"
"Criminal Procedure","criminal procedure","True","True"
"Procedure in Criminal Law","criminal procedure","True","True"
"International Law and Relations","international law","True","True"
"Global Law","international law","True","True"
"Ethics and Law","legal ethics","True","True"
"Legal Ethics","legal ethics","True","True"
"Corporate Governance","corporate governance","True","True"
"Governance, Corporate","corporate governance","True","True"
"Business and Economics","business economics","True","True"
"Economics and Business","business economics","True","True"
"Finance and Banking","banking and finance","True","True"
"Banking and Finance","banking and finance","True","True"
"Microeconomic Theory","microeconomics","True","True"
"Theory of Microeconomics","microeconomics","True","True"
"Accounting and Taxation","accounting and taxation","True","True"
"Taxation and Accounting","accounting and taxation","True","True"
"Business Communications","business communication","True","True"
"Communication in Business","business communication","True","True"
"Marketing & Branding","brand marketing","True","True"
"Branding and Marketing","brand marketing","True","True"
"Retail Management","retail management","True","True"
"Management of Retail","retail management","True","True"
"Human Resources Management","human resource management","True","True"
"HR Management","human resource management","True","True"
"Strategic Planning","strategic planning","True","True"
"Planning, Strategic","strategic planning","True","True"
"Supply Chain Management","supply chain management","True","True"
"Chain of Supply Management","supply chain management","True","True"
"Data Analytics","data analytics","True","True"
"Analytics of Data","data analytics","True","True"
"Data Analysis Methods","data analysis","True","True"
"Analysis of Data","data analysis","True","True"
"AI Systems","artificial intelligence","True","True"
"Artificial Intelligence Systems","artificial intelligence","True","True"
"ML and AI","machine learning and artificial intelligence","True","True"
"Machine Learning and AI","machine learning and artificial intelligence","True","True"
"Computer Networks and Security","computer networks and security","True","True"
"Networks and Security","computer networks and security","True","True"
"Information Technology","information technology","True","True"
"IT","information technology","True","True"
"Information Management","information management","True","True"
"Management of Information","information management","True","True"
"Database Design","database design","True","True"
"Design of Databases","database design","True","True"
"Software Development","software development","True","True"
"Development of Software","software development","True","True"
"Computer Graphics","computer graphics","True","True"
"Graphics (Computer)","computer graphics","True","True"
"Cyber Security","cybersecurity","True","True"
"Cybersecurity","cybersecurity","True","True"
"Digital Forensics","digital forensics","True","True"
"Forensics (Digital)","digital forensics","True","True"
"Artificial Neural Networks","artificial neural networks","True","True"
"ANNs","artificial neural networks","True","True"
"Statistical Modeling","statistical modeling","True","True"
"Modeling (Statistical)","statistical modeling","True","True"
"Probability and Statistics","probability and statistics","True","True"
"Statistics and Probability","probability and statistics","True","True"
"Linear Algebra","linear algebra","True","True"
"Algebra (Linear)","linear algebra","True","True"
"Differential Equations","differential equations","True","True"
"Equations, Differential","differential equations","True","True"
"Calculus","calculus","True","True"
"Integral and Differential Calculus","calculus","True","True"
"Physics of Motion","mechanics","True","True"
"Mechanics","mechanics","True","True"
"Chemical Reactions","chemical reactions","True","True"
"Chemistry of Reactions","chemical reactions","True","True"
"Organic Chemistry","organic chemistry","True","True"
"Chemistry, Organic","organic chemistry","True","True"
"Biochemistry","biochemistry","True","True"
"Chemistry of Life","biochemistry","True","True"
"Molecular Biology","molecular biology","True","True"
"Biology of Molecules","molecular biology","True","True"
"Genetics","genetics","True","True"
"Science of Genes","genetics","True","True"
"Cell Biology","cell biology","True","True"
"Biology of Cells","cell biology","True","True"
"Environmental Science","environmental science","True","True"
"Science of the Environment","environmental science","True","True"
"Ecology","ecology","True","True"
"Ecosystem Studies","ecology","True","True"
"Climate Studies","climate science","True","True"
"Climate Science","climate science","True","True"
"Sustainability Studies","sustainability studies","True","True"
"Studies in Sustainability","sustainability studies","True","True"
"Art and Design","art design","True","True"
"Design and Art","art design","True","True"
"Graphic Design","graphic design","True","True"
"Design (Graphic)","graphic design","True","True"
"Music Theory","music theory","True","True"
"Theory of Music","music theory","True","True"
"Art History","art history","True","True"
"History of Art","art history","True","True"
"Theatre and Performance","theatre performance","True","True"
"Performance and Theatre","theatre performance","True","True"
"Film Production","film production","True","True"
"Production of Film","film production","True","True"
"Creative Writing","creative writing","True","True"
"Writing (Creative)","creative writing","True","True"
"World Literature","world literature","True","True"
"Literature of the World","world literature","True","True"
"Language and Culture","language and culture","True","True"
"Culture and Language","language and culture","True","True"
"Spanish Language","spanish language","True","True"
"Language: Spanish","spanish language","True","True"
"Education and Pedagogy","education pedagogy","True","True"
"Pedagogy and Education","education pedagogy","True","True"
"Science Pedagogy","science pedagogy","True","True"
"Pedagogy of Science","science pedagogy","True","True"
"Instructional Design","instructional design","True","True"
"Design of Instruction","instructional design","True","True"
"Civil Engineering","civil engineering","True","True"
"Engineering, Civil","civil engineering","True","True"
"Mechanical Engineering","mechanical engineering","True","True"
"Engineering (Mechanical)","mechanical engineering","True","True"
"Electrical Engineering","electrical engineering","True","True"
"Engineering: Electrical","electrical engineering","True","True"
"Studies and Gender","gender studies","True","True"
"Entrepreneurship and Social","social entrepreneurship","True","True"
"Art and Contemporary Theory","contemporary art theory","True","True"
"Geography and World History","world history and geography","True","True"
"Networking and Cloud","cloud networking","True","True"
"Pedagogy and Science","science pedagogy","True","True"
"Management and Information","information management","True","True"
"Analysis and Clinical Data","clinical data analysis","True","True"
"Equations and Differential Instruction","differential equations instruction","True","True"
"Management and Food & Beverage","food and beverage management","True","True"
"Speaking and Effective","effective speaking","True","True"
"Development and Brand","brand development","True","True"
"Studies and Tabla","tabla studies","True","True"
"Orchestra and Jazz","jazz orchestra","True","True"
"Velocity and Angular","angular velocity","True","True"
"Disorder and Developed Speech","developed speech disorder","True","True"
"AI Ethics","artificial intelligence ethics","True","True"
"EHR Management","electronic health records management","True","True"
"ML Applications","machine learning applications","True","True"
"VR Design","virtual reality design","True","True"
"IoT Systems","internet of things systems","True","True"
"GPS Navigation","global positioning system navigation","True","True"
"DNA Sequencing","deoxyribonucleic acid sequencing","True","True"
"CPR Training","cardiopulmonary resuscitation training","True","True"
"PTSD Therapy","post traumatic stress disorder therapy","True","True"
"SEO Strategy","search engine optimization strategy","True","True"
"UI/UX Design","user interface user experience design","True","True"
"API Integration","application programming interface integration","True","True"
"SQL Database","structured query language database","True","True"
"HTML Coding","hypertext markup language coding","True","True"
"CSS Styling","cascading style sheets styling","True","True"
"PDF Creation","portable document format creation","True","True"
"LED Installation","light emitting diode installation","True","True"
"USB Configuration","universal serial bus configuration","True","True"
"WiFi Setup","wireless fidelity setup","True","True"
"DVD Production","digital versatile disc production","True","True"
"GPS Tracking","global positioning system tracking","True","True"
"Post-Colonial Studies","postcolonial studies","True","True"
"Co-operative Learning","cooperative learning","True","True"
"Multi-Media Production","multimedia production","True","True"
"Cross-Cultural Analysis","cross cultural analysis","True","True"
"Self-Directed Learning","self directed learning","True","True"
"Problem-Solving Techniques","problem solving techniques","True","True"
"Decision-Making Models","decision making models","True","True"
"Real-Estate Investment","real estate investment","True","True"
"Health-Care Administration","healthcare administration","True","True"
"Data-Mining Methods","data mining methods","True","True"
"User-Experience Research","user experience research","True","True"
"Quality-Assurance Testing","quality assurance testing","True","True"
"Risk-Assessment Planning","risk assessment planning","True","True"
"Cost-Benefit Evaluation","cost benefit evaluation","True","True"
"Time-Management Skills","time management skills","True","True"
"Diferential Equations","differential equations","True","True"
"Entreprenuership Studies","entrepreneurship studies","True","True"
"Goverment Policy","government policy","True","True"
"Managment Theory","management theory","True","True"
"Psycholgoy Research","psychology research","True","True"
"Enviornmental Science","environmental science","True","True"
"Communciation Studies","communication studies","True","True"
"Buisness Ethics","business ethics","True","True"
"Technolgy Innovation","technology innovation","True","True"
"Mathemetics Logic","mathematics logic","True","True"
"Engeneering Design","engineering design","True","True"
"Literture Analysis","literature analysis","True","True"
"Educaton Methods","education methods","True","True"
"Statisics Theory","statistics theory","True","True"
"Computr Programming","computer programming","True","True"
"Languag Acquisition","language acquisition","True","True"
"Performance Studies","theater performance","True","True"
"Brand Management","brand development","True","True"
"Retreat Planning","retreat organization","True","True"
"Theater Arts","stage performance","True","True"
"Geographic Studies","world history and geography","True","True"
"Data Management","information management","True","True"
"Medical Analysis","clinical data analysis","True","True"
"Hospitality Management","food and beverage management","True","True"
"Music Ensemble","jazz orchestra","True","True"
"Physics Concepts","angular velocity","True","True"
"Speech Pathology","developed speech disorder","True","True"
"Therapeutic Intervention","retreat planning","True","True"
"Women's Studies","gender studies","True","True"
"Social Business","social entrepreneurship","True","True"
"Art Theory","contemporary art theory","True","True"
"Global Studies","world history and geography","True","True"
"Computing Infrastructure","cloud networking","True","True"
"Educational Science","science pedagogy","True","True"
"Information Systems","information management","True","True"
"Healthcare Analytics","clinical data analysis","True","True"
"Calculus Teaching","differential equations instruction","True","True"
"Restaurant Management","food and beverage management","True","True"
"Presentation Skills","effective speaking","True","True"
"Product Marketing","brand development","True","True"
"Percussion Studies","tabla studies","True","True"
"Big Band Music","jazz orchestra","True","True"
"Rotational Motion","angular velocity","True","True"
"Communication Disorders","developed speech disorder","True","True"
"Mindfulness Practice","retreat planning","True","True"
"Retreat and Reflection","retreat","True","True"
"Team Retreat","retreat","True","True"
"Basecamp Meeting","basecamp","True","True"
"Base Camp","basecamp","True","True"
"Corporate Basecamp","basecamp","True","True"
"Speech Disorders","speech disorder","True","True"
"Developed Speech Disorder","developed speech disorder","True","True"
"Speech Disorder (Developed)","developed speech disorder","True","True"
"Social Entrepreneurship","social entrepreneurship","True","True"
"Entrepreneurship and Society","social entrepreneurship","True","True"
"Postcolonial Literature","postcolonial studies","True","True"
"Postcolonial Studies","postcolonial studies","True","True"
"Studies in Postcolonialism","postcolonial studies","True","True"
"Contemporary Art Theory","contemporary art theory","True","True"
"Theory of Contemporary Art","contemporary art theory","True","True"
"Modern Art Theory","contemporary art theory","True","True"
"World History and Geography","world history and geography","True","True"
"Geography and World History","world history and geography","True","True"
"Global History and Geography","world history and geography","True","True"
"Cloud Networking","cloud networking","True","True"
"Networking in the Cloud","cloud networking","True","True"
"Cloud-Based Networking","cloud networking","True","True"
"Science Pedagogy","science pedagogy","True","True"
"Pedagogy of Science","science pedagogy","True","True"
"Teaching Science","science pedagogy","True","True"
"Information Management","information management","True","True"
"Management of Information","information management","True","True"
"Information Systems Management","information management","True","True"
"Clinical Data Analysis","clinical data analysis","True","True"
"Analysis of Clinical Data","clinical data analysis","True","True"
"Data Analytics (Clinical)","clinical data analysis","True","True"
"Differential Equations Instruction","differential equations instruction","True","True"
"Instruction in Differential Equations","differential equations instruction","True","True"
"Teaching Differential Equations","differential equations instruction","True","True"
"Food and Beverage Management","food and beverage management","True","True"
"Management of Food and Beverage","food and beverage management","True","True"
"F&B Management","food and beverage management","True","True"
"Gender Studies","gender studies","True","True"
"Studies in Gender","gender studies","True","True"
"Gender and Society","gender studies","True","True"
"Effective Speaking","effective speaking","True","True"
"Public Speaking Skills","effective speaking","True","True"
"Speech and Communication","effective speaking","True","True"
"Brand Development","brand development","True","True"
"Development of Brands","brand development","True","True"
"Branding and Development","brand development","True","True"
"Tabla Studies","tabla studies","True","True"
"Studies in Tabla","tabla studies","True","True"
"Tabla Performance","tabla studies","True","True"
"Jazz Orchestra","jazz orchestra","True","True"
"Orchestra (Jazz)","jazz orchestra","True","True"
"Jazz Ensemble","jazz orchestra","True","True"
"Angular Velocity","angular velocity","True","True"
"Rate of Angular Change","angular velocity","True","True"
"Rotational Speed","angular velocity","True","True"
"Political Leadership","political leadership","True","True"
"Leadership in Politics","political leadership","True","True"
"Government and Policy","political governance","True","True"
"Policy and Governance","political governance","True","True"
"Law and Justice","justice law","True","True"
"Justice and Law","justice law","True","True"
"Legal Systems","legal systems","True","True"
"System of Law","legal systems","True","True"
"Ethics in Government","government ethics","True","True"
"Government Ethics","government ethics","True","True"
"Microeconomics","microeconomics","True","True"
"Micro Economic Theory","microeconomics","True","True"
"Macroeconomics","macroeconomics","True","True"
"Macro Economic Principles","macroeconomics","True","True"
"Business Communication","business communication","True","True"
"Communication in Business","business communication","True","True"
"Retail Marketing","retail marketing","True","True"
"Marketing in Retail","retail marketing","True","True"
"Financial Accounting","financial accounting","True","True"
"Accounting (Financial)","financial accounting","True","True"
"Project Management","project management","True","True"
"Management of Projects","project management","True","True"
"Human Resource Management","human resource management","True","True"
"HR Management","human resource management","True","True"
"Organizational Behavior","organizational behavior","True","True"
"Behavior in Organizations","organizational behavior","True","True"
"Computer Programming","programming","True","True"
"Programming (Computer)","programming","True","True"
"Software Engineering","software engineering","True","True"
"Engineering of Software","software engineering","True","True"
"Artificial Intelligence","artificial intelligence","True","True"
"AI Systems","artificial intelligence","True","True"
"Machine Learning","machine learning","True","True"
"ML Techniques","machine learning","True","True"
"Data Science","data science","True","True"
"Science of Data","data science","True","True"
"Statistics","statistics","True","True"
"Statistical Analysis","statistics","True","True"
"Applied Mathematics","applied mathematics","True","True"
"Mathematics (Applied)","applied mathematics","True","True"
"Environmental Studies","environmental studies","True","True"
"Studies of the Environment","environmental studies","True","True"
"Climate Policy","climate policy","True","True"
"Policy on Climate","climate policy","True","True"
"Ecology","ecology","True","True"
"Ecosystem Studies","ecology","True","True"
"Education and Society","education and society","True","True"
"Society and Education","education and society","True","True"
"Instructional Design","instructional design","True","True"
"Design of Instruction","instructional design","True","True"
"Pedagogical Theory","pedagogical theory","True","True"
"Theory of Pedagogy","pedagogical theory","True","True"
"Creative Writing","creative writing","True","True"
"Writing (Creative)","creative writing","True","True"
"Modern Fiction","modern fiction","True","True"
"Fiction (Modern)","modern fiction","True","True"
"Art History","art history","True","True"
"History of Art","art history","True","True"
"Graphic Design","graphic design","True","True"
"Design (Graphic)","graphic design","True","True"
"Music Theory","music theory","True","True"
"Theory of Music","music theory","True","True"
"Theatre and Performance","theatre performance","True","True"
"Performance and Theatre","theatre performance","True","True"
"Economic Theory","theory of economics","True","True"
"Theory of Economics","economic theory","True","True"
"Microeconomic Principles","microeconomics","True","True"
"Macroeconomic Systems","macroeconomics","True","True"
"Behavioral Economics","behavioral economics","True","True"
"Neuroeconomics","neuroeconomics","True","True"
"Econometrics","econometrics","True","True"
"Quantitative Economic Analysis","econometric analysis","True","True"
"Political Economy","political economy","True","True"
"Global Economics","global economics","True","True"
"Buddhist Philosophy","buddhist philosophy","True","True"
"Philosophy of Buddhism","buddhist philosophy","True","True"
"Zen Thought","zen philosophy","True","True"
"Hindu Religious Philosophy","hindu philosophy","True","True"
"Christian Religious Education","christian religious education","True","True"
"Education in Christianity","christian religious education","True","True"
"Biblical Studies","biblical studies","True","True"
"Theology and Scripture","theological studies","True","True"
"Islamic Thought","islamic thought","True","True"
"Comparative Religion","comparative religion","True","True"
"Ethical Hacking","ethical hacking","True","True"
"Cybersecurity Ethics","ethical hacking","True","True"
"Network Penetration Testing","penetration testing","True","True"
"Computer Security","computer security","True","True"
"Information Security","information security","True","True"
"Smart Systems","smart systems","True","True"
"Intelligent Systems","smart systems","True","True"
"Embedded Intelligence","embedded systems","True","True"
"Automation and Control","automation control","True","True"
"Robotics and Automation","robotics automation","True","True"
"Romanian Language","romanian language","True","True"
"Language: Romanian","romanian language","True","True"
"Romanian Grammar","romanian grammar","True","True"
"Romanian Linguistics","romanian linguistics","True","True"
"Montenegrin Language","montenegrin language","True","True"
"Merchandising Planning","merchandising planning","True","True"
"Merchandise Planning","merchandising planning","True","True"
"Retail Merchandising Plan","merchandising planning","True","True"
"Product Planning and Merchandising","merchandising planning","True","True"
"Introduction to Psychology","Advanced Calculus","False","False"
"Spanish Literature","Computer Networks","False","False"
"Organic Chemistry","Art History","False","False"
"Basketball Coaching","Database Design","False","False"
"Music Theory","Environmental Law","False","False"
"Digital Photography","Macroeconomics","False","False"
"Pottery Making","Molecular Biology","False","False"
"French Grammar","Mechanical Engineering","False","False"
"Creative Writing","Statistical Analysis","False","False"
"Violin Performance","Criminal Justice","False","False"
"Accounting Principles","Modern Dance","False","False"
"Ancient History","Web Development","False","False"
"Nutrition Science","Graphic Design","False","False"
"Theater Arts","Operations Research","False","False"
"Microbiology","Urban Planning","False","False"
"Jazz Improvisation","Quantum Physics","False","False"
"Marketing Strategy","Sculpture Techniques","False","False"
"Astronomy","Business Ethics","False","False"
"Comparative Literature","Robotics Engineering","False","False"
"Public Speaking","Organic Gardening","False","False"
"Cell Biology","Fashion Design","False","False"
"Philosophy of Mind","Supply Chain Management","False","False"
"Watercolor Painting","Information Security","False","False"
"Developmental Psychology","Structural Engineering","False","False"
"Italian Renaissance","Machine Learning","False","False"
"Physical Therapy","Financial Accounting","False","False"
"Ceramics Studio","Differential Equations","False","False"
"Anthropological Methods","Electrical Circuits","False","False"
"Creative Nonfiction","Veterinary Medicine","False","False"
"Orchestra Conducting","Tax Preparation","False","False"
"Biochemical Pathways","Interior Design","False","False"
"Political Theory","Computer Graphics","False","False"
"Printmaking Techniques","Pediatric Nursing","False","False"
"Medieval Literature","Data Mining","False","False"
"Voice Lessons","Project Management","False","False"
"Immunology","Landscape Architecture","False","False"
"Twentieth Century Music","Software Testing","False","False"
"Archaeology Field Methods","Real Estate Law","False","False"
"Experimental Psychology","Culinary Arts","False","False"
"Marine Biology","Digital Marketing","False","False"
"Oil Painting","Corporate Finance","False","False"
"Russian History","Network Security","False","False"
"Dance Choreography","Materials Science","False","False"
"Abnormal Psychology","Web Design","False","False"
"Geology Field Studies","Human Resources","False","False"
"Piano Masterclass","Patent Law","False","False"
"Evolutionary Biology","Restaurant Management","False","False"
"German Language","Aerospace Engineering","False","False"
"Drawing Fundamentals","Health Policy","False","False"
"Cognitive Science","Construction Management","False","False"
"Photography Portfolio","International Trade","False","False"
"Music Composition","Biomedical Engineering","False","False"
"Social Work Practice","Quantum Chemistry","False","False"
"Drama Production","Investment Analysis","False","False"
"Molecular Genetics","Retail Operations","False","False"
"French Cinema","Embedded Systems","False","False"
"Sculpture Materials","Public Health","False","False"
"Behavioral Economics","Textile Design","False","False"
"Creative Dance","Database Administration","False","False"
"Organic Synthesis","Sports Management","False","False"
"Art Therapy","Software Architecture","False","False"
"Comparative Politics","Floral Design","False","False"
"Developmental Biology","Financial Planning","False","False"
"Jazz History","Civil Engineering","False","False"
"Abstract Painting","Quality Control","False","False"
"Environmental Chemistry","User Interface Design","False","False"
"Film Studies","Agricultural Science","False","False"
"Violin Technique","Information Systems","False","False"
"Social Psychology","Mechanical Design","False","False"
"Russian Literature","Network Administration","False","False"
"Contemporary Dance","Operations Management","False","False"
"Plant Physiology","Web Programming","False","False"
"Music Performance","Industrial Engineering","False","False"
